Molar ratio (Zn:Cu),Promoter 1,Promoter 1 ratio (Promoter 1:Cu),Promoter 2,Promoter 2 ratio (Promoter 2:Cu),Catalyst surface area (m2/g) (LN scale),Type of sysnthesis procedure,Calcination temperature (°C),Calcination time (h),Temperature (°C),Pressure (bar),H2/CO2 ratio (-),GHSV (mL/g.h) (LN scale),Methanol based Ea (kJ/mol)
0.458,Mn,0.0485,Al,0.435,3.871201011,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,16.77578792
0.458,Mn,0.0485,Al,0.435,3.871201011,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,16.77578792
0.458,Mn,0.0485,Al,0.435,3.871201011,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,16.77578792
0.482,La,0.0471,Al,0.431,4.043051268,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,18.32940493
0.482,La,0.0471,Al,0.431,4.043051268,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,18.32940493
0.482,La,0.0471,Al,0.431,4.043051268,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,18.32940493
0.464,Ce,0.0488,Al,0.439,4.077537444,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,19.18566408
0.464,Ce,0.0488,Al,0.439,4.077537444,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,19.18566408
0.464,Ce,0.0488,Al,0.439,4.077537444,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,19.18566408
0.46,Y,0.0507,Al,0.439,4.672828834,Co-precipitation,500.0,4.0,230.0,50,3.0,9.392661929,17.11523046
0.46,Y,0.0507,Al,0.439,4.672828834,Co-precipitation,500.0,4.0,250.0,50,3.0,9.392661929,17.11523046
0.46,Y,0.0507,Al,0.439,4.672828834,Co-precipitation,500.0,4.0,270.0,50,3.0,9.392661929,17.11523046
0.0866,Null,0.0,Zr,0.541,4.852030264,Reverse co-precipitation,350.0,4.0,160.0,10,3.0,9.082507,58.0
0.0866,Null,0.0,Zr,0.541,4.852030264,Reverse co-precipitation,350.0,4.0,180.0,10,3.0,9.082507,58.0
0.0866,Null,0.0,Zr,0.541,4.852030264,Reverse co-precipitation,350.0,4.0,200.0,10,3.0,9.082507,58.0
0.351,Null,0.0,Zr,0.689,5.159055299,Reverse co-precipitation,350.0,4.0,160.0,10,3.0,9.082507,69.0
0.351,Null,0.0,Zr,0.689,5.159055299,Reverse co-precipitation,350.0,4.0,180.0,10,3.0,9.082507,69.0
0.351,Null,0.0,Zr,0.689,5.159055299,Reverse co-precipitation,350.0,4.0,200.0,10,3.0,9.082507,69.0
0.742,Null,0.0,Zr,0.907,5.068904202,Reverse co-precipitation,350.0,4.0,160.0,10,3.0,9.082507,66.0
0.742,Null,0.0,Zr,0.907,5.068904202,Reverse co-precipitation,350.0,4.0,180.0,10,3.0,9.082507,66.0
0.742,Null,0.0,Zr,0.907,5.068904202,Reverse co-precipitation,350.0,4.0,200.0,10,3.0,9.082507,66.0
2.706,Null,0.0,Zr,1.843,4.990432587,Reverse co-precipitation,350.0,4.0,160.0,10,3.0,9.082507,78.0
2.706,Null,0.0,Zr,1.843,4.990432587,Reverse co-precipitation,350.0,4.0,180.0,10,3.0,9.082507,78.0
2.706,Null,0.0,Zr,1.843,4.990432587,Reverse co-precipitation,350.0,4.0,200.0,10,3.0,9.082507,78.0
0.428571429,Null,0.0,Null,0.0,6.378426184,Co-precipitation,550.0,7.0,250.0,50,3.0,8.699514748,14.08810166
0.428571429,Null,0.0,Null,0.0,6.378426184,Co-precipitation,550.0,7.0,260.0,50,3.0,8.699514748,14.08810166
0.428571429,Null,0.0,Null,0.0,6.378426184,Co-precipitation,550.0,7.0,270.0,50,3.0,8.699514748,14.08810166
0.492119089,Null,0.0,Zr,0.2591944,5.062595033,Co-precipitation,350.0,4.0,180.0,30,3.0,9.210340372,34.2362732
0.492119089,Null,0.0,Zr,0.2591944,5.062595033,Co-precipitation,350.0,4.0,200.0,30,3.0,9.210340372,34.2362732
0.492119089,Null,0.0,Zr,0.2591944,5.062595033,Co-precipitation,350.0,4.0,220.0,30,3.0,9.210340372,34.2362732
0.492119089,Null,0.0,Zr,0.2591944,5.062595033,Co-precipitation,350.0,4.0,240.0,30,3.0,9.210340372,34.2362732
0.491134752,Null,0.0,Zr,0.2819149,4.882801923,Co-precipitation,350.0,4.0,180.0,30,3.0,9.210340372,40.62870561
0.491134752,Null,0.0,Zr,0.2819149,4.882801923,Co-precipitation,350.0,4.0,200.0,30,3.0,9.210340372,40.62870561
0.491134752,Null,0.0,Zr,0.2819149,4.882801923,Co-precipitation,350.0,4.0,220.0,30,3.0,9.210340372,40.62870561
0.491134752,Null,0.0,Zr,0.2819149,4.882801923,Co-precipitation,350.0,4.0,240.0,30,3.0,9.210340372,40.62870561
0.487676056,Null,0.0,Zr,0.27288732,5.087596335,Co-precipitation,350.0,4.0,180.0,30,3.0,9.210340372,36.43622786
0.487676056,Null,0.0,Zr,0.27288732,5.087596335,Co-precipitation,350.0,4.0,200.0,30,3.0,9.210340372,36.43622786
0.487676056,Null,0.0,Zr,0.27288732,5.087596335,Co-precipitation,350.0,4.0,220.0,30,3.0,9.210340372,36.43622786
0.487676056,Null,0.0,Zr,0.27288732,5.087596335,Co-precipitation,350.0,4.0,240.0,30,3.0,9.210340372,36.43622786
0.557077626,Null,0.0,Al,0.11872146,3.676300672,Co-precipitation,400.0,4.0,160.0,40,3.0,10.07744086,43.26054628
0.557077626,Null,0.0,Al,0.11872146,3.676300672,Co-precipitation,400.0,4.0,170.0,40,3.0,10.07744086,43.26054628
0.557077626,Null,0.0,Al,0.11872146,3.676300672,Co-precipitation,400.0,4.0,180.0,40,3.0,10.07744086,43.26054628
0.557077626,Null,0.0,Al,0.11872146,3.676300672,Co-precipitation,400.0,4.0,190.0,40,3.0,10.07744086,43.26054628
0.557077626,Null,0.0,Al,0.11872146,3.676300672,Co-precipitation,400.0,4.0,200.0,40,3.0,10.07744086,43.26054628
0.552132701,Pd,0.087677725,Al,0.11374407,3.45946629,Co-precipitation,400.0,4.0,160.0,40,3.0,10.07744086,42.28468528
0.552132701,Pd,0.087677725,Al,0.11374407,3.45946629,Co-precipitation,400.0,4.0,170.0,40,3.0,10.07744086,42.28468528
0.552132701,Pd,0.087677725,Al,0.11374407,3.45946629,Co-precipitation,400.0,4.0,180.0,40,3.0,10.07744086,42.28468528
0.552132701,Pd,0.087677725,Al,0.11374407,3.45946629,Co-precipitation,400.0,4.0,190.0,40,3.0,10.07744086,42.28468528
0.552132701,Pd,0.087677725,Al,0.11374407,3.45946629,Co-precipitation,400.0,4.0,200.0,40,3.0,10.07744086,42.28468528
0.54,Pd,0.23,Al,0.1,3.404525172,Co-precipitation,400.0,4.0,160.0,40,3.0,10.07744086,40.44569542
0.54,Pd,0.23,Al,0.1,3.404525172,Co-precipitation,400.0,4.0,170.0,40,3.0,10.07744086,40.44569542
0.54,Pd,0.23,Al,0.1,3.404525172,Co-precipitation,400.0,4.0,180.0,40,3.0,10.07744086,40.44569542
0.54,Pd,0.23,Al,0.1,3.404525172,Co-precipitation,400.0,4.0,190.0,40,3.0,10.07744086,40.44569542
0.54,Pd,0.23,Al,0.1,3.404525172,Co-precipitation,400.0,4.0,200.0,40,3.0,10.07744086,40.44569542
2.280863439,Null,0.0,Null,0.0,3.967595149385413,Co-precipitation,349.84112126153536,12.0,180.0,60,3.0,9.60238246,40.51186935
2.280863439,Null,0.0,Null,0.0,4.867499653585484,Co-precipitation,493.4052629147006,2.0,200.0,60,3.0,9.60238246,40.51186935
2.280863439,Null,0.0,Null,0.0,3.3306518069448123,Co-precipitation,251.19044950441312,4.0,220.0,60,3.0,9.60238246,40.51186935
2.280863439,Null,0.0,Null,0.0,3.5467357589418014,Co-precipitation,363.6386514013301,7.0,240.0,60,3.0,9.60238246,40.51186935
2.443782256,Pd,0.025457628,Null,0.0,4.296855352556844,Sequential-precipitation,350.0,3.0,180.0,60,3.0,9.60238246,42.18682151
2.443782256,Pd,0.025457628,Null,0.0,4.455832978154796,Sequential-precipitation,350.0,4.0,200.0,60,3.0,9.60238246,42.18682151
2.443782256,Pd,0.025457628,Null,0.0,3.5112257067213957,Sequential-precipitation,350.0,1.0,220.0,60,3.0,9.60238246,42.18682151
2.443782256,Pd,0.025457628,Null,0.0,3.157108382967668,Sequential-precipitation,350.0,3.0,240.0,60,3.0,9.60238246,42.18682151
2.280439857,Null,0.0,Null,0.0,2.997730276,Co-precipitation,350.0,3.0,180.0,60,3.0,9.60238246,40.05196561
2.280439857,Null,0.0,Null,0.0,2.997730276,Co-precipitation,350.0,4.0,200.0,60,3.0,9.60238246,40.05196561
2.280439857,Null,0.0,Null,0.0,2.997730276,Co-precipitation,350.0,2.0,220.0,60,3.0,9.60238246,40.05196561
2.280439857,Null,0.0,Null,0.0,2.997730276,Co-precipitation,350.0,7.0,240.0,60,3.0,9.60238246,40.05196561
2.443328419,Pd,0.046412613,Null,0.0,3.202746443,Sequential-precipitation,350.0,1.0,180.0,60,3.0,9.60238246,41.28210335
2.443328419,Pd,0.046412613,Null,0.0,3.202746443,Sequential-precipitation,350.0,4.0,200.0,60,3.0,9.60238246,41.28210335
2.443328419,Pd,0.046412613,Null,0.0,3.202746443,Sequential-precipitation,350.0,6.0,220.0,60,3.0,9.60238246,41.28210335
2.443328419,Pd,0.046412613,Null,0.0,3.202746443,Sequential-precipitation,350.0,2.0,240.0,60,3.0,9.60238246,41.28210335
23.45595282,Null,0.0,Null,0.0,3.401197382,Co-precipitation,350.0,4.0,160.0,7,9.0,7.783224016,34.49743501
23.45595282,Null,0.0,Null,0.0,3.401197382,Co-precipitation,350.0,4.0,180.0,7,9.0,7.783224016,34.49743501
23.45595282,Null,0.0,Null,0.0,3.401197382,Co-precipitation,350.0,4.0,200.0,7,9.0,7.783224016,34.49743501
23.45595282,Null,0.0,Null,0.0,3.401197382,Co-precipitation,350.0,4.0,225.0,7,9.0,7.783224016,34.49743501
11.23931073,Null,0.0,Null,0.0,3.36729583,Co-precipitation,350.0,4.0,160.0,7,9.0,7.783224016,35.05989169
11.23931073,Null,0.0,Null,0.0,3.36729583,Co-precipitation,350.0,4.0,180.0,7,9.0,7.783224016,35.05989169
11.23931073,Null,0.0,Null,0.0,3.36729583,Co-precipitation,350.0,4.0,200.0,7,9.0,7.783224016,35.05989169
11.23931073,Null,0.0,Null,0.0,3.36729583,Co-precipitation,350.0,4.0,225.0,7,9.0,7.783224016,35.05989169
2.931994102,Null,0.0,Null,0.0,3.33220451,Co-precipitation,350.0,4.0,140.0,7,9.0,7.783224016,31.52869237
2.931994102,Null,0.0,Null,0.0,3.33220451,Co-precipitation,350.0,4.0,160.0,7,9.0,7.783224016,31.52869237
2.931994102,Null,0.0,Null,0.0,3.33220451,Co-precipitation,350.0,4.0,180.0,7,9.0,7.783224016,31.52869237
2.931994102,Null,0.0,Null,0.0,3.33220451,Co-precipitation,350.0,4.0,200.0,7,9.0,7.783224016,31.52869237
2.931994102,Null,0.0,Null,0.0,2.890371758,Co-precipitation,400.0,4.0,140.0,7,9.0,7.783224016,40.39523672
2.931994102,Null,0.0,Null,0.0,2.890371758,Co-precipitation,400.0,4.0,160.0,7,9.0,7.783224016,40.39523672
2.931994102,Null,0.0,Null,0.0,2.890371758,Co-precipitation,400.0,4.0,180.0,7,9.0,7.783224016,40.39523672
2.931994102,Null,0.0,Null,0.0,2.890371758,Co-precipitation,400.0,4.0,200.0,7,9.0,7.783224016,40.39523672
2.931994102,Null,0.0,Null,0.0,2.63905733,Co-precipitation,450.0,4.0,140.0,7,9.0,7.783224016,43.80309518
2.931994102,Null,0.0,Null,0.0,2.63905733,Co-precipitation,450.0,4.0,160.0,7,9.0,7.783224016,43.80309518
2.931994102,Null,0.0,Null,0.0,2.63905733,Co-precipitation,450.0,4.0,180.0,7,9.0,7.783224016,43.80309518
2.931994102,Null,0.0,Null,0.0,2.63905733,Co-precipitation,450.0,4.0,200.0,7,9.0,7.783224016,43.80309518
2.931994102,Null,0.0,Null,0.0,2.63905733,Co-precipitation,450.0,4.0,225.0,7,9.0,7.783224016,43.80309518
2.931994102,Null,0.0,Null,0.0,2.302585093,Co-precipitation,500.0,4.0,140.0,7,9.0,7.783224016,38.33313375
2.931994102,Null,0.0,Null,0.0,2.302585093,Co-precipitation,500.0,4.0,160.0,7,9.0,7.783224016,38.33313375
2.931994102,Null,0.0,Null,0.0,2.302585093,Co-precipitation,500.0,4.0,180.0,7,9.0,7.783224016,38.33313375
2.931994102,Null,0.0,Null,0.0,2.302585093,Co-precipitation,500.0,4.0,200.0,7,9.0,7.783224016,38.33313375
2.931994102,Null,0.0,Null,0.0,2.302585093,Co-precipitation,500.0,4.0,225.0,7,9.0,7.783224016,38.33313375
